"filename", "language", "Dart", "comment", "blank", "total"
"d:\VSCode\Flutter\watering_app\lib\core\app.dart", "Dart", 11, 2, 1, 14
"d:\VSCode\Flutter\watering_app\lib\core\app_lifecycle_observer.dart", "Dart", 51, 11, 9, 71
"d:\VSCode\Flutter\watering_app\lib\core\constants\api_path.dart", "Dart", 5, 0, 2, 7
"d:\VSCode\Flutter\watering_app\lib\core\constants\api_strings.dart", "Dart", 4, 0, 1, 5
"d:\VSCode\Flutter\watering_app\lib\core\constants\app_colors.dart", "Dart", 9, 0, 0, 9
"d:\VSCode\Flutter\watering_app\lib\core\constants\app_strings.dart", "Dart", 1, 0, 1, 2
"d:\VSCode\Flutter\watering_app\lib\core\constants\shared_preference_key.dart", "Dart", 3, 0, 0, 3
"d:\VSCode\Flutter\watering_app\lib\core\constants\stomp_path.dart", "Dart", 1, 0, 2, 3
"d:\VSCode\Flutter\watering_app\lib\core\data\models\schedule_model.dart", "Dart", 7, 0, 0, 7
"d:\VSCode\Flutter\watering_app\lib\core\main_scaffold.dart", "Dart", -13, -1, 0, -14
"d:\VSCode\Flutter\watering_app\lib\core\network\stomp_service.dart", "Dart", 253, 35, 62, 350
"d:\VSCode\Flutter\watering_app\lib\core\network\stomp_service_provider.dart", "Dart", 5, 0, 1, 6
"d:\VSCode\Flutter\watering_app\lib\core\utils\stomp_service.dart", "Dart", -246, -35, -59, -340
"d:\VSCode\Flutter\watering_app\lib\core\widgets\custom_app_bar.dart", "Dart", 29, 0, 0, 29
"d:\VSCode\Flutter\watering_app\lib\core\widgets\custom_snack_bar.dart", "Dart", 35, 0, 0, 35
"d:\VSCode\Flutter\watering_app\lib\core\widgets\edit_schedule_sheet.dart", "Dart", -26, 0, 0, -26
"d:\VSCode\Flutter\watering_app\lib\core\widgets\icons\back_icon.dart", "Dart", 1, 0, 1, 2
"d:\VSCode\Flutter\watering_app\lib\core\widgets\text_form_field\normal_text_form_field.dart", "Dart", 3, 0, 0, 3
"d:\VSCode\Flutter\watering_app\lib\core\widgets\text_form_field\password_text_form_field.dart", "Dart", 10, 0, 0, 10
"d:\VSCode\Flutter\watering_app\lib\features\authentication\data\source\auth_local.dart", "Dart", 18, 0, 5, 23
