"filename", "language", "Dart", "comment", "blank", "total"
"d:\VSCode\Flutter\watering_app\lib\core\app_lifecycle_observer.dart", "Dart", 0, -1, 0, -1
"d:\VSCode\Flutter\watering_app\lib\core\constants\app_colors.dart", "Dart", 1, 0, 0, 1
"d:\VSCode\Flutter\watering_app\lib\core\utils\notification_service.dart", "Dart", 41, 1, 10, 52
"d:\VSCode\Flutter\watering_app\lib\core\widgets\history_watering_data_table.dart", "Dart", 6, 0, 1, 7
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\analytics_tab_screen.dart", "Dart", 110, 0, 0, 110
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\control_tab_screen.dart", "Dart", 2, 0, 0, 2
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\device_detail_screen.dart", "Dart", 7, 0, 0, 7
"d:\VSCode\Flutter\watering_app\lib\features\groups\data\models\group_model.dart", "Dart", 21, 0, 1, 22
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_control_tab_screen.dart", "Dart", 2, 0, 0, 2
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_detail_screen.dart", "Dart", 3, 0, 0, 3
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\widgets\group_grid_item.dart", "Dart", 2, 0, 0, 2
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\widgets\plant_interaction_card.dart", "Dart", 1, 0, 0, 1
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\widgets\schedule_item_card.dart", "Dart", 6, 0, 0, 6
"d:\VSCode\Flutter\watering_app\lib\main.dart", "Dart", 2, 0, 1, 3
"Total", "-", 204, 0, 13, 217
