"filename", "language", "Dart", "comment", "blank", "total"
"d:\VSCode\Flutter\watering_app\lib\core\constants\api_path.dart", "Dart", 22, 0, 1, 23
"d:\VSCode\Flutter\watering_app\lib\core\constants\api_strings.dart", "Dart", 2, 0, 1, 3
"d:\VSCode\Flutter\watering_app\lib\core\constants\app_assets.dart", "Dart", 2, 0, 0, 2
"d:\VSCode\Flutter\watering_app\lib\core\constants\app_colors.dart", "Dart", 17, 0, 0, 17
"d:\VSCode\Flutter\watering_app\lib\core\data\models\history_watering_model.dart", "Dart", 30, 0, 6, 36
"d:\VSCode\Flutter\watering_app\lib\core\data\models\schedule_model.dart", "Dart", 86, 1, 8, 95
"d:\VSCode\Flutter\watering_app\lib\core\main_scaffold.dart", "Dart", 14, 0, 1, 15
"d:\VSCode\Flutter\watering_app\lib\core\network\network_service_provider.dart", "Dart", 0, 3, -1, 2
"d:\VSCode\Flutter\watering_app\lib\core\utils\stomp_service.dart", "Dart", 133, 30, 37, 200
"d:\VSCode\Flutter\watering_app\lib\core\widgets\custom_app_bar.dart", "Dart", 3, 0, 0, 3
"d:\VSCode\Flutter\watering_app\lib\core\widgets\custom_fab.dart", "Dart", 1, 0, 0, 1
"d:\VSCode\Flutter\watering_app\lib\core\widgets\custom_snack_bar.dart", "Dart", 8, 0, 0, 8
"d:\VSCode\Flutter\watering_app\lib\core\widgets\edit_schedule_sheet.dart", "Dart", 516, 7, 30, 553
"d:\VSCode\Flutter\watering_app\lib\core\widgets\history_watering_data_table.dart", "Dart", 59, 0, 8, 67
"d:\VSCode\Flutter\watering_app\lib\core\widgets\schedule_list_item.dart", "Dart", 200, 10, 16, 226
"d:\VSCode\Flutter\watering_app\lib\core\widgets\search_bar.dart", "Dart", 138, 9, 14, 161
"d:\VSCode\Flutter\watering_app\lib\core\widgets\sort_button.dart", "Dart", 164, 7, 9, 180
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\enums\devices_enums.dart", "Dart", 4, 2, 4, 10
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\enums\schedule_enums.dart", "Dart", -2, -2, -2, -6
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\device_model.dart", "Dart", 5, 0, 0, 5
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\history_sensor_model.dart", "Dart", -1, 0, -2, -3
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\history_watering_model.dart", "Dart", -30, 0, -6, -36
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\schedule_model.dart", "Dart", -86, -1, -8, -95
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\source\device_remote.dart", "Dart", 27, 0, 0, 27
"d:\VSCode\Flutter\watering_app\lib\features\devices\domain\repository\device_repository.dart", "Dart", 1, 0, 0, 1
"d:\VSCode\Flutter\watering_app\lib\features\devices\domain\repository\device_repository_impl.dart", "Dart", 13, 0, -1, 12
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\all_devices_screen.dart", "Dart", 198, -2, 17, 213
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\analytics_tab_screen.dart", "Dart", 52, 26, 0, 78
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\control_tab_screen.dart", "Dart", 54, 10, 10, 74
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\device_detail_screen.dart", "Dart", -8, 4, 0, -4
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\schedule_tab_screen.dart", "Dart", 15, 0, 0, 15
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\add_new_device.dart", "Dart", 28, 0, 1, 29
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\device_grid_item.dart", "Dart", 191, 3, 9, 203
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\edit_schedule_sheet.dart", "Dart", -431, -3, -30, -464
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\history_watering_data_table.dart", "Dart", -59, 0, -8, -67
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\schedule_list_item.dart", "Dart", -200, -10, -16, -226
